"gene","Sample","Value","Strain","Replicate","Condition"
"PTH2","JCYL003B",118.030862463587,"JCYL","003","B"
"PTH2","JCYL001D",70.9024867609467,"JCYL","001","D"
"PTH2","JCYL002D",67.8911325060035,"JCYL","002","D"
"PTH2","JCYL003D",70.0311349208634,"JCYL","003","D"
"PTI1","JCYL001B",29.2891263215089,"JCYL","001","B"
"PTI1","JCYL002B",26.7231650330656,"JCYL","002","B"
"PTI1","JCYL003B",24.6117424973228,"JCYL","003","B"
"PTI1","JCYL001D",20.0605766071889,"JCYL","001","D"
"PTI1","JCYL002D",21.2389648007676,"JCYL","002","D"
"PTI1","JCYL003D",20.4644674749282,"JCYL","003","D"
"PTK1","JCYL001B",50.5048005644971,"JCYL","001","B"
"PTK1","JCYL002B",51.2633283672142,"JCYL","002","B"
"PTK1","JCYL003B",54.8804748461141,"JCYL","003","B"
"PTK1","JCYL001D",53.4282196761258,"JCYL","001","D"
"PTK1","JCYL002D",51.4623488386853,"JCYL","002","D"
"PTK1","JCYL003D",53.2483825283457,"JCYL","003","D"
"PTK2","JCYL001B",84.8349463391898,"JCYL","001","B"
"PTK2","JCYL002B",82.3518333021014,"JCYL","002","B"
"PTK2","JCYL003B",78.819118967267,"JCYL","003","B"
"PTK2","JCYL001D",96.479334593133,"JCYL","001","D"
"PTK2","JCYL002D",99.8355246800971,"JCYL","002","D"
"PTK2","JCYL003D",88.3848423915862,"JCYL","003","D"
"PTM1","JCYL001B",59.1780535289276,"JCYL","001","B"
"PTM1","JCYL002B",58.5934693856943,"JCYL","002","B"
"PTM1","JCYL003B",57.9786665948216,"JCYL","003","B"
"PTM1","JCYL001D",49.8153810922579,"JCYL","001","D"
"PTM1","JCYL002D",52.8418650244907,"JCYL","002","D"
"PTM1","JCYL003D",50.2662508095188,"JCYL","003","D"
"PTP1","JCYL001B",69.5504111202696,"JCYL","001","B"
"PTP1","JCYL002B",70.4612369630735,"JCYL","002","B"
"PTP1","JCYL003B",67.0616009932536,"JCYL","003","B"
"PTP1","JCYL001D",57.1307606819598,"JCYL","001","D"
"PTP1","JCYL002D",56.5914865966938,"JCYL","002","D"
"PTP1","JCYL003D",55.0584408551825,"JCYL","003","D"
"PTP2","JCYL001B",21.7545346007612,"JCYL","001","B"
"PTP2","JCYL002B",21.659686774115,"JCYL","002","B"
"PTP2","JCYL003B",22.0842768954766,"JCYL","003","B"
"PTP2","JCYL001D",27.164715607314,"JCYL","001","D"
"PTP2","JCYL002D",26.2371446220579,"JCYL","002","D"
"PTP2","JCYL003D",25.6511298744734,"JCYL","003","D"
"PTP3","JCYL001B",23.4869416994069,"JCYL","001","B"
"PTP3","JCYL002B",23.4100567495409,"JCYL","002","B"
"PTP3","JCYL003B",26.3227697865569,"JCYL","003","B"
"PTP3","JCYL001D",34.3922388196211,"JCYL","001","D"
"PTP3","JCYL002D",35.7622550820313,"JCYL","002","D"
"PTP3","JCYL003D",33.8229198253992,"JCYL","003","D"
"PTR2","JCYL001B",13.3909354933978,"JCYL","001","B"
"PTR2","JCYL002B",14.5661285205374,"JCYL","002","B"
"PTR2","JCYL003B",14.1401205195077,"JCYL","003","B"
"PTR2","JCYL001D",20.7064958050174,"JCYL","001","D"
"PTR2","JCYL002D",21.4708092195705,"JCYL","002","D"
"PTR2","JCYL003D",21.4991940762865,"JCYL","003","D"
"PTR3","JCYL001B",26.4622065014779,"JCYL","001","B"
"PTR3","JCYL002B",26.3652042690322,"JCYL","002","B"
"PTR3","JCYL003B",26.9092963211305,"JCYL","003","B"
"PTR3","JCYL001D",14.8924907455126,"JCYL","001","D"
"PTR3","JCYL002D",15.2005787027716,"JCYL","002","D"
"PTR3","JCYL003D",14.4974201965122,"JCYL","003","D"
"PUB1","JCYL001B",138.873701793178,"JCYL","001","B"
"PUB1","JCYL002B",144.654091048498,"JCYL","002","B"
"PUB1","JCYL003B",142.141895623208,"JCYL","003","B"
"PUB1","JCYL001D",148.021669837909,"JCYL","001","D"
"PUB1","JCYL002D",149.605123516703,"JCYL","002","D"
"PUB1","JCYL003D",151.980619360434,"JCYL","003","D"
"PUF2","JCYL001B",12.6281057252971,"JCYL","001","B"
"PUF2","JCYL002B",12.2730883864454,"JCYL","002","B"
"PUF2","JCYL003B",11.6339828241084,"JCYL","003","B"
"PUF2","JCYL001D",11.0399545567559,"JCYL","001","D"
"PUF2","JCYL002D",11.0692767278161,"JCYL","002","D"
"PUF2","JCYL003D",10.9435992359407,"JCYL","003","D"
"PUF3","JCYL001B",5.29280106925916,"JCYL","001","B"
"PUF3","JCYL002B",6.20139502534102,"JCYL","002","B"
"PUF3","JCYL003B",5.7016876342316,"JCYL","003","B"
"PUF3","JCYL001D",6.79049832556059,"JCYL","001","D"
"PUF3","JCYL002D",6.38655365080513,"JCYL","002","D"
"PUF3","JCYL003D",7.50042350982889,"JCYL","003","D"
"PUF4","JCYL001B",28.0801942338458,"JCYL","001","B"
"PUF4","JCYL002B",28.880629371036,"JCYL","002","B"
"PUF4","JCYL003B",29.242866857672,"JCYL","003","B"
"PUF4","JCYL001D",29.8865044777264,"JCYL","001","D"
"PUF4","JCYL002D",30.0155526122198,"JCYL","002","D"
"PUF4","JCYL003D",31.1968058024854,"JCYL","003","D"
"PUF6","JCYL001B",48.4662184318884,"JCYL","001","B"
"PUF6","JCYL002B",55.2355464392798,"JCYL","002","B"
"PUF6","JCYL003B",56.2428931951247,"JCYL","003","B"
"PUF6","JCYL001D",63.4106582480664,"JCYL","001","D"
"PUF6","JCYL002D",65.4614338560403,"JCYL","002","D"
"PUF6","JCYL003D",67.8710049161183,"JCYL","003","D"
"PUG1","JCYL001B",10.4007826679825,"JCYL","001","B"
"PUG1","JCYL002B",10.5471172615905,"JCYL","002","B"
"PUG1","JCYL003B",10.8912073793555,"JCYL","003","B"
"PUG1","JCYL001D",8.82438131299859,"JCYL","001","D"
"PUG1","JCYL002D",7.74769756078127,"JCYL","002","D"
"PUG1","JCYL003D",7.6110054889294,"JCYL","003","D"
"PUN1","JCYL001B",101.106071707643,"JCYL","001","B"
"PUN1","JCYL002B",106.055509384912,"JCYL","002","B"
"PUN1","JCYL003B",103.118098150665,"JCYL","003","B"
"PUN1","JCYL001D",113.235818851866,"JCYL","001","D"
"PUN1","JCYL002D",138.284662524247,"JCYL","002","D"
"PUN1","JCYL003D",120.937971147006,"JCYL","003","D"
"PUP1","JCYL001B",172.884700575267,"JCYL","001","B"
"PUP1","JCYL002B",168.270802112397,"JCYL","002","B"
"PUP1","JCYL003B",175.632650976443,"JCYL","003","B"
"PUP1","JCYL001D",185.742396331071,"JCYL","001","D"
"PUP1","JCYL002D",186.627527441268,"JCYL","002","D"
"PUP1","JCYL003D",183.994190218058,"JCYL","003","D"
"PUP2","JCYL001B",251.380752228445,"JCYL","001","B"
"PUP2","JCYL002B",232.790091054378,"JCYL","002","B"
"PUP2","JCYL003B",243.413668089798,"JCYL","003","B"
"PUP2","JCYL001D",236.183339980823,"JCYL","001","D"
"PUP2","JCYL002D",238.956243667608,"JCYL","002","D"
"PUP2","JCYL003D",237.295070969018,"JCYL","003","D"
"PUP3","JCYL001B",270.363709884383,"JCYL","001","B"
"PUP3","JCYL002B",262.044716068932,"JCYL","002","B"
"PUP3","JCYL003B",269.064908950463,"JCYL","003","B"
"PUP3","JCYL001D",286.02466482902,"JCYL","001","D"
"PUP3","JCYL002D",295.0399552296,"JCYL","002","D"
"PUP3","JCYL003D",282.749909531687,"JCYL","003","D"
"PUS1","JCYL001B",106.613523189591,"JCYL","001","B"
"PUS1","JCYL002B",118.287224916978,"JCYL","002","B"
"PUS1","JCYL003B",116.458080564536,"JCYL","003","B"
"PUS1","JCYL001D",77.4144943762193,"JCYL","001","D"
"PUS1","JCYL002D",79.4762248418903,"JCYL","002","D"
"PUS1","JCYL003D",83.9036048086919,"JCYL","003","D"
"PUS2","JCYL001B",22.6461212658578,"JCYL","001","B"
"PUS2","JCYL002B",22.6535159283495,"JCYL","002","B"
"PUS2","JCYL003B",21.6773117624708,"JCYL","003","B"
"PUS2","JCYL001D",15.3274790480439,"JCYL","001","D"
"PUS2","JCYL002D",13.2905959515692,"JCYL","002","D"
"PUS2","JCYL003D",16.9555149234505,"JCYL","003","D"
"PUS4","JCYL001B",33.3893916654026,"JCYL","001","B"
"PUS4","JCYL002B",34.5515924613118,"JCYL","002","B"
"PUS4","JCYL003B",35.6397155302194,"JCYL","003","B"
"PUS4","JCYL001D",34.0753900325028,"JCYL","001","D"
"PUS4","JCYL002D",34.1976372895339,"JCYL","002","D"
"PUS4","JCYL003D",37.2772408158278,"JCYL","003","D"
"PUS5","JCYL001B",42.4318193715329,"JCYL","001","B"
"PUS5","JCYL002B",39.6265786503201,"JCYL","002","B"
"PUS5","JCYL003B",41.8774964932661,"JCYL","003","B"
"PUS5","JCYL001D",50.4899249313135,"JCYL","001","D"
"PUS5","JCYL002D",54.1422395078043,"JCYL","002","D"
"PUS5","JCYL003D",50.8764803887426,"JCYL","003","D"
"PUS6","JCYL001B",15.7467114812679,"JCYL","001","B"
"PUS6","JCYL002B",16.4134662340491,"JCYL","002","B"
"PUS6","JCYL003B",15.719460051752,"JCYL","003","B"
"PUS6","JCYL001D",22.350141442181,"JCYL","001","D"
"PUS6","JCYL002D",20.4726473014305,"JCYL","002","D"
"PUS6","JCYL003D",20.6839477211487,"JCYL","003","D"
"PUS7","JCYL001B",39.784111116438,"JCYL","001","B"
"PUS7","JCYL002B",42.1462950549543,"JCYL","002","B"
"PUS7","JCYL003B",39.0190309781384,"JCYL","003","B"
"PUS7","JCYL001D",41.3215105140012,"JCYL","001","D"
"PUS7","JCYL002D",42.2432856256818,"JCYL","002","D"
"PUS7","JCYL003D",44.1089808505384,"JCYL","003","D"
"PUS9","JCYL001B",23.8338727664397,"JCYL","001","B"
"PUS9","JCYL002B",26.1615080431483,"JCYL","002","B"
"PUS9","JCYL003B",23.2849907387868,"JCYL","003","B"
"PUS9","JCYL001D",17.4513236421314,"JCYL","001","D"
"PUS9","JCYL002D",17.5564957211488,"JCYL","002","D"
"PUS9","JCYL003D",17.847467360649,"JCYL","003","D"
"PUT1","JCYL001B",16.0363080937335,"JCYL","001","B"
"PUT1","JCYL002B",16.3972462756903,"JCYL","002","B"
"PUT1","JCYL003B",15.5961571003178,"JCYL","003","B"
"PUT1","JCYL001D",15.3563443569856,"JCYL","001","D"
"PUT1","JCYL002D",17.0612828288752,"JCYL","002","D"
"PUT1","JCYL003D",14.5085504453536,"JCYL","003","D"
"PUT2","JCYL001B",78.9028843161407,"JCYL","001","B"
"PUT2","JCYL002B",76.0478523652415,"JCYL","002","B"
"PUT2","JCYL003B",75.9499242995023,"JCYL","003","B"
"PUT2","JCYL001D",71.5469153212674,"JCYL","001","D"
"PUT2","JCYL002D",77.5093451662757,"JCYL","002","D"
"PUT2","JCYL003D",70.2602270097821,"JCYL","003","D"
"PUT3","JCYL001B",24.494784226336,"JCYL","001","B"
"PUT3","JCYL002B",25.9757821784526,"JCYL","002","B"
"PUT3","JCYL003B",25.1823154750177,"JCYL","003","B"
"PUT3","JCYL001D",26.2917604687714,"JCYL","001","D"
"PUT3","JCYL002D",25.8215449417457,"JCYL","002","D"
"PUT3","JCYL003D",26.497615756866,"JCYL","003","D"
"PUT4","JCYL001B",7.51650362530509,"JCYL","001","B"
"PUT4","JCYL002B",6.3820136296248,"JCYL","002","B"
"PUT4","JCYL003B",7.71299942269996,"JCYL","003","B"
"PUT4","JCYL001D",11.8686060727557,"JCYL","001","D"
"PUT4","JCYL002D",10.9770081954832,"JCYL","002","D"
"PUT4","JCYL003D",11.8917632394703,"JCYL","003","D"
"PWP1","JCYL001B",53.8975225802282,"JCYL","001","B"
"PWP1","JCYL002B",60.129443611322,"JCYL","002","B"
"PWP1","JCYL003B",58.7985845466969,"JCYL","003","B"
"PWP1","JCYL001D",74.5966504152869,"JCYL","001","D"
"PWP1","JCYL002D",71.9489724926975,"JCYL","002","D"
"PWP1","JCYL003D",76.3682147684679,"JCYL","003","D"
"PWP2","JCYL001B",25.7951348814993,"JCYL","001","B"
"PWP2","JCYL002B",28.0232602671196,"JCYL","002","B"
"PWP2","JCYL003B",27.3610226109766,"JCYL","003","B"
"PWP2","JCYL001D",37.0035219814534,"JCYL","001","D"
"PWP2","JCYL002D",35.9350499894414,"JCYL","002","D"
"PWP2","JCYL003D",39.5282771156643,"JCYL","003","D"
"PXA1","JCYL001B",7.12656054949441,"JCYL","001","B"
"PXA1","JCYL002B",6.4606887909776,"JCYL","002","B"
"PXA1","JCYL003B",6.00698305545605,"JCYL","003","B"
"PXA1","JCYL001D",14.1362879478449,"JCYL","001","D"
"PXA1","JCYL002D",13.4876890022304,"JCYL","002","D"
"PXA1","JCYL003D",13.1516726797795,"JCYL","003","D"
"PXA2","JCYL001B",16.0366818922482,"JCYL","001","B"
"PXA2","JCYL002B",15.0842763797515,"JCYL","002","B"
"PXA2","JCYL003B",15.938628753967,"JCYL","003","B"
"PXA2","JCYL001D",17.9351166396319,"JCYL","001","D"
"PXA2","JCYL002D",18.4985296190471,"JCYL","002","D"
"PXA2","JCYL003D",16.7880090961899,"JCYL","003","D"
"PXL1","JCYL001B",27.2132093710054,"JCYL","001","B"
"PXL1","JCYL002B",28.0123285251471,"JCYL","002","B"
"PXL1","JCYL003B",26.8264471353898,"JCYL","003","B"
"PXL1","JCYL001D",26.4809915538469,"JCYL","001","D"
"PXL1","JCYL002D",24.999045019891,"JCYL","002","D"
"PXL1","JCYL003D",27.3059624083019,"JCYL","003","D"
"PXR1","JCYL001B",111.041050486969,"JCYL","001","B"
"PXR1","JCYL002B",136.27589923465,"JCYL","002","B"
"PXR1","JCYL003B",129.952984781885,"JCYL","003","B"
"PXR1","JCYL001D",152.426500601669,"JCYL","001","D"
"PXR1","JCYL002D",157.977442946662,"JCYL","002","D"
"PXR1","JCYL003D",157.596581618194,"JCYL","003","D"
"PYC1","JCYL001B",203.307515307482,"JCYL","001","B"
"PYC1","JCYL002B",215.241035804785,"JCYL","002","B"
"PYC1","JCYL003B",213.219000371135,"JCYL","003","B"
"PYC1","JCYL001D",393.468277760907,"JCYL","001","D"
"PYC1","JCYL002D",358.662027151015,"JCYL","002","D"
"PYC1","JCYL003D",433.862356878255,"JCYL","003","D"
"PYC2","JCYL001B",87.2572708031125,"JCYL","001","B"
"PYC2","JCYL002B",89.8324026751435,"JCYL","002","B"
"PYC2","JCYL003B",88.6129244171651,"JCYL","003","B"
"PYC2","JCYL001D",74.3261968807707,"JCYL","001","D"
"PYC2","JCYL002D",67.8638634391249,"JCYL","002","D"
"PYC2","JCYL003D",76.7388581733074,"JCYL","003","D"
"PYK2","JCYL001B",35.4571898667985,"JCYL","001","B"
"PYK2","JCYL002B",35.2457329213454,"JCYL","002","B"
"PYK2","JCYL003B",33.5994556530865,"JCYL","003","B"
"PYK2","JCYL001D",39.3826148354817,"JCYL","001","D"
"PYK2","JCYL002D",40.0538110680617,"JCYL","002","D"
"PYK2","JCYL003D",38.8517275120286,"JCYL","003","D"
"PZF1","JCYL001B",24.0590474364714,"JCYL","001","B"
"PZF1","JCYL002B",25.9661751816708,"JCYL","002","B"
"PZF1","JCYL003B",26.0701045544538,"JCYL","003","B"
"PZF1","JCYL001D",23.8151385386315,"JCYL","001","D"
"PZF1","JCYL002D",24.5816909109394,"JCYL","002","D"
"PZF1","JCYL003D",25.654904216172,"JCYL","003","D"
"Q0010","JCYL001B",0,"JCYL","001","B"
"Q0010","JCYL002B",0,"JCYL","002","B"
"Q0010","JCYL003B",0,"JCYL","003","B"
"Q0010","JCYL001D",0,"JCYL","001","D"
"Q0010","JCYL002D",0,"JCYL","002","D"
"Q0010","JCYL003D",0,"JCYL","003","D"
"Q0017","JCYL001B",0,"JCYL","001","B"
"Q0017","JCYL002B",0,"JCYL","002","B"
"Q0017","JCYL003B",0,"JCYL","003","B"
"Q0017","JCYL001D",0,"JCYL","001","D"
"Q0017","JCYL002D",0,"JCYL","002","D"
"Q0017","JCYL003D",0,"JCYL","003","D"
"Q0032","JCYL001B",0,"JCYL","001","B"
"Q0032","JCYL002B",0,"JCYL","002","B"
"Q0032","JCYL003B",0,"JCYL","003","B"
"Q0032","JCYL001D",0,"JCYL","001","D"
"Q0032","JCYL002D",0,"JCYL","002","D"
"Q0032","JCYL003D",0,"JCYL","003","D"
"Q0092","JCYL001B",0,"JCYL","001","B"
"Q0092","JCYL002B",0,"JCYL","002","B"
"Q0092","JCYL003B",0,"JCYL","003","B"
"Q0092","JCYL001D",0,"JCYL","001","D"
"Q0092","JCYL002D",0,"JCYL","002","D"
"Q0092","JCYL003D",0,"JCYL","003","D"
"Q0142","JCYL001B",0,"JCYL","001","B"
"Q0142","JCYL002B",0.137233506570942,"JCYL","002","B"
"Q0142","JCYL003B",0,"JCYL","003","B"
"Q0142","JCYL001D",0,"JCYL","001","D"
"Q0142","JCYL002D",0,"JCYL","002","D"
"Q0142","JCYL003D",0,"JCYL","003","D"
"Q0143","JCYL001B",0,"JCYL","001","B"
"Q0143","JCYL002B",0,"JCYL","002","B"
"Q0143","JCYL003B",0,"JCYL","003","B"
"Q0143","JCYL001D",0,"JCYL","001","D"
"Q0143","JCYL002D",0,"JCYL","002","D"
"Q0143","JCYL003D",0,"JCYL","003","D"
"Q0144","JCYL001B",0,"JCYL","001","B"
"Q0144","JCYL002B",0,"JCYL","002","B"
"Q0144","JCYL003B",0,"JCYL","003","B"
"Q0144","JCYL001D",0,"JCYL","001","D"
"Q0144","JCYL002D",0,"JCYL","002","D"
"Q0144","JCYL003D",0,"JCYL","003","D"
"Q0182","JCYL001B",0,"JCYL","001","B"
"Q0182","JCYL002B",0,"JCYL","002","B"
"Q0182","JCYL003B",0.0758829997094807,"JCYL","003","B"
"Q0182","JCYL001D",0,"JCYL","001","D"
"Q0182","JCYL002D",0,"JCYL","002","D"
"Q0182","JCYL003D",0.0767021415963536,"JCYL","003","D"
"Q0255","JCYL001B",0,"JCYL","001","B"
"Q0255","JCYL002B",0,"JCYL","002","B"
"Q0255","JCYL003B",0,"JCYL","003","B"
"Q0255","JCYL001D",0,"JCYL","001","D"
"Q0255","JCYL002D",0.0192772962717098,"JCYL","002","D"
"Q0255","JCYL003D",0,"JCYL","003","D"
"Q0297","JCYL001B",0.344501844744679,"JCYL","001","B"
"Q0297","JCYL002B",0,"JCYL","002","B"
"Q0297","JCYL003B",0,"JCYL","003","B"
"Q0297","JCYL001D",0.308914315885717,"JCYL","001","D"
"Q0297","JCYL002D",0.920614469386142,"JCYL","002","D"
"Q0297","JCYL003D",1.39047215663133,"JCYL","003","D"
"QCR10","JCYL001B",70.2087799956429,"JCYL","001","B"
"QCR10","JCYL002B",60.112434469181,"JCYL","002","B"
"QCR10","JCYL003B",64.5133246688346,"JCYL","003","B"
"QCR10","JCYL001D",710.365631285645,"JCYL","001","D"
"QCR10","JCYL002D",620.014316945852,"JCYL","002","D"
"QCR10","JCYL003D",759.145629734168,"JCYL","003","D"
"QCR2","JCYL001B",70.9281684253192,"JCYL","001","B"
"QCR2","JCYL002B",69.2724244835323,"JCYL","002","B"
"QCR2","JCYL003B",70.0092305323299,"JCYL","003","B"
"QCR2","JCYL001D",250.726244232729,"JCYL","001","D"
"QCR2","JCYL002D",227.865304090923,"JCYL","002","D"
"QCR2","JCYL003D",262.765323648282,"JCYL","003","D"
"QCR6","JCYL001B",218.963510347584,"JCYL","001","B"
"QCR6","JCYL002B",228.733947077118,"JCYL","002","B"
"QCR6","JCYL003B",222.951773083362,"JCYL","003","B"
"QCR6","JCYL001D",801.169278249608,"JCYL","001","D"
"QCR6","JCYL002D",748.4197532555,"JCYL","002","D"
"QCR6","JCYL003D",880.356776790422,"JCYL","003","D"
"QCR7","JCYL001B",183.969367934983,"JCYL","001","B"
"QCR7","JCYL002B",169.273241808177,"JCYL","002","B"
"QCR7","JCYL003B",173.801315907516,"JCYL","003","B"
"QCR7","JCYL001D",1015.0152134215,"JCYL","001","D"
"QCR7","JCYL002D",886.678318508395,"JCYL","002","D"
"QCR7","JCYL003D",1046.39857997991,"JCYL","003","D"
"QCR8","JCYL001B",159.624023178645,"JCYL","001","B"
"QCR8","JCYL002B",160.316182376175,"JCYL","002","B"
"QCR8","JCYL003B",162.426895237795,"JCYL","003","B"
"QCR8","JCYL001D",747.884810488963,"JCYL","001","D"
"QCR8","JCYL002D",683.813046502776,"JCYL","002","D"
"QCR8","JCYL003D",786.543052955933,"JCYL","003","D"
"QCR9","JCYL001B",114.559345328502,"JCYL","001","B"
"QCR9","JCYL002B",107.604991391416,"JCYL","002","B"
"QCR9","JCYL003B",104.040358200714,"JCYL","003","B"
"QCR9","JCYL001D",404.78967928706,"JCYL","001","D"
"QCR9","JCYL002D",364.798153277799,"JCYL","002","D"
"QCR9","JCYL003D",427.68965937428,"JCYL","003","D"
"QDR1","JCYL001B",10.7833963956074,"JCYL","001","B"
"QDR1","JCYL002B",10.6377866556295,"JCYL","002","B"
"QDR1","JCYL003B",10.8711815186632,"JCYL","003","B"
"QDR1","JCYL001D",20.7060226910349,"JCYL","001","D"
"QDR1","JCYL002D",20.897295537002,"JCYL","002","D"
"QDR1","JCYL003D",19.1566771893342,"JCYL","003","D"
"QDR2","JCYL001B",297.611527357221,"JCYL","001","B"
"QDR2","JCYL002B",302.652450256638,"JCYL","002","B"
"QDR2","JCYL003B",299.434782679269,"JCYL","003","B"
"QDR2","JCYL001D",93.0975585797465,"JCYL","001","D"
"QDR2","JCYL002D",98.8119415450743,"JCYL","002","D"
"QDR2","JCYL003D",94.9413364258993,"JCYL","003","D"
"QDR3","JCYL001B",60.9209073797917,"JCYL","001","B"
"QDR3","JCYL002B",61.5941766426981,"JCYL","002","B"
"QDR3","JCYL003B",60.6470130721598,"JCYL","003","B"
"QDR3","JCYL001D",48.0043892848263,"JCYL","001","D"
"QDR3","JCYL002D",48.2049746857008,"JCYL","002","D"
"QDR3","JCYL003D",49.4605052353035,"JCYL","003","D"
"QNS1","JCYL001B",52.9906473916361,"JCYL","001","B"
"QNS1","JCYL002B",55.1147036536585,"JCYL","002","B"
"QNS1","JCYL003B",54.7104753597708,"JCYL","003","B"
"QNS1","JCYL001D",48.4489979787309,"JCYL","001","D"
"QNS1","JCYL002D",46.8810364701219,"JCYL","002","D"
"QNS1","JCYL003D",48.5834583142979,"JCYL","003","D"
"QRI1","JCYL001B",43.5672312025436,"JCYL","001","B"
"QRI1","JCYL002B",40.8226617140634,"JCYL","002","B"
"QRI1","JCYL003B",42.521785017121,"JCYL","003","B"
"QRI1","JCYL001D",46.3759232384081,"JCYL","001","D"
"QRI1","JCYL002D",45.7487612134114,"JCYL","002","D"
"QRI1","JCYL003D",46.1573590500166,"JCYL","003","D"
"QRI5","JCYL001B",144.992213906917,"JCYL","001","B"
"QRI5","JCYL002B",151.45310339019,"JCYL","002","B"
"QRI5","JCYL003B",161.49528402457,"JCYL","003","B"
"QRI5","JCYL001D",246.761858794925,"JCYL","001","D"
"QRI5","JCYL002D",245.001813574206,"JCYL","002","D"
"QRI5","JCYL003D",259.706146479387,"JCYL","003","D"
"QRI7","JCYL001B",18.5727023946176,"JCYL","001","B"
"QRI7","JCYL002B",19.368760397993,"JCYL","002","B"
"QRI7","JCYL003B",18.8599012317161,"JCYL","003","B"
"QRI7","JCYL001D",15.4336015073884,"JCYL","001","D"
"QRI7","JCYL002D",17.3183827829228,"JCYL","002","D"
"QRI7","JCYL003D",15.6963663619728,"JCYL","003","D"
"RAD1","JCYL001B",25.5450777520033,"JCYL","001","B"
"RAD1","JCYL002B",26.3568105045097,"JCYL","002","B"
"RAD1","JCYL003B",25.6540136008447,"JCYL","003","B"
"RAD1","JCYL001D",27.8011661252064,"JCYL","001","D"
"RAD1","JCYL002D",26.0186887565801,"JCYL","002","D"
"RAD1","JCYL003D",27.0848893268616,"JCYL","003","D"
"RAD10","JCYL001B",23.0930525690462,"JCYL","001","B"
"RAD10","JCYL002B",24.0217172118066,"JCYL","002","B"
"RAD10","JCYL003B",22.6656406336034,"JCYL","003","B"
"RAD10","JCYL001D",19.0707008470491,"JCYL","001","D"
"RAD10","JCYL002D",20.7823262586733,"JCYL","002","D"
"RAD10","JCYL003D",19.4346020321579,"JCYL","003","D"
"RAD14","JCYL001B",31.7527350301171,"JCYL","001","B"
"RAD14","JCYL002B",30.5248488665747,"JCYL","002","B"
"RAD14","JCYL003B",32.0107375407797,"JCYL","003","B"
"RAD14","JCYL001D",36.9059933188667,"JCYL","001","D"
"RAD14","JCYL002D",33.151327042595,"JCYL","002","D"
"RAD14","JCYL003D",37.0819060285625,"JCYL","003","D"
"RAD16","JCYL001B",23.3834437981565,"JCYL","001","B"
"RAD16","JCYL002B",26.6241677431988,"JCYL","002","B"
"RAD16","JCYL003B",29.9720261136545,"JCYL","003","B"
"RAD16","JCYL001D",19.607271989075,"JCYL","001","D"
"RAD16","JCYL002D",17.7810108944295,"JCYL","002","D"
"RAD16","JCYL003D",21.4941832816307,"JCYL","003","D"
"RAD17","JCYL001B",27.7846736574925,"JCYL","001","B"
"RAD17","JCYL002B",28.7012613556019,"JCYL","002","B"
"RAD17","JCYL003B",26.6657642992364,"JCYL","003","B"
"RAD17","JCYL001D",28.1112027456003,"JCYL","001","D"
"RAD17","JCYL002D",31.7240998047571,"JCYL","002","D"
"RAD17","JCYL003D",30.1140494362971,"JCYL","003","D"
"RAD18","JCYL001B",16.0602806720112,"JCYL","001","B"
"RAD18","JCYL002B",16.226737287206,"JCYL","002","B"
"RAD18","JCYL003B",16.0403392227423,"JCYL","003","B"
"RAD18","JCYL001D",15.7672905329538,"JCYL","001","D"
"RAD18","JCYL002D",16.1077348061611,"JCYL","002","D"
"RAD18","JCYL003D",16.3616565597052,"JCYL","003","D"
"RAD2","JCYL001B",30.3081506667238,"JCYL","001","B"
"RAD2","JCYL002B",28.6133190982455,"JCYL","002","B"
"RAD2","JCYL003B",30.191335759089,"JCYL","003","B"
"RAD2","JCYL001D",27.3796265944136,"JCYL","001","D"
"RAD2","JCYL002D",27.7583103885607,"JCYL","002","D"
"RAD2","JCYL003D",27.8348504311698,"JCYL","003","D"
"RAD23","JCYL001B",102.096877537265,"JCYL","001","B"
"RAD23","JCYL002B",106.069806496072,"JCYL","002","B"
"RAD23","JCYL003B",105.979579390413,"JCYL","003","B"
"RAD23","JCYL001D",142.961519440926,"JCYL","001","D"
"RAD23","JCYL002D",136.65702704963,"JCYL","002","D"
"RAD23","JCYL003D",139.379773987741,"JCYL","003","D"
"RAD24","JCYL001B",19.7326480889816,"JCYL","001","B"
"RAD24","JCYL002B",19.8125676872913,"JCYL","002","B"
"RAD24","JCYL003B",18.7037030879885,"JCYL","003","B"
"RAD24","JCYL001D",20.2254627546267,"JCYL","001","D"
"RAD24","JCYL002D",19.3228607901702,"JCYL","002","D"
"RAD24","JCYL003D",20.3610870866716,"JCYL","003","D"
"RAD26","JCYL001B",16.0995926560607,"JCYL","001","B"
"RAD26","JCYL002B",16.6483451106832,"JCYL","002","B"
"RAD26","JCYL003B",16.5892628327431,"JCYL","003","B"
"RAD26","JCYL001D",16.1670847676617,"JCYL","001","D"
"RAD26","JCYL002D",15.4636104095343,"JCYL","002","D"
"RAD26","JCYL003D",17.0346557342001,"JCYL","003","D"
"RAD27","JCYL001B",123.223722503793,"JCYL","001","B"
"RAD27","JCYL002B",120.83858143606,"JCYL","002","B"
"RAD27","JCYL003B",150.508811618727,"JCYL","003","B"
"RAD27","JCYL001D",99.6317226738881,"JCYL","001","D"
"RAD27","JCYL002D",98.8937042957504,"JCYL","002","D"
"RAD27","JCYL003D",97.7365523956962,"JCYL","003","D"
"RAD28","JCYL001B",25.9701390653681,"JCYL","001","B"
"RAD28","JCYL002B",24.9131596544172,"JCYL","002","B"
