"gene","JCYL001B","JCYL002B","JCYL003B","JCYL001D","JCYL002D","JCYL003D"
"PEX8","28.100840305393955","27.227127703674967","29.149875569755167","26.31426387760066","24.21184847215404","24.685089231043424"
"PFA3","36.625555173627205","36.3033527516111","36.751690446832654","38.75270509906407","37.89981276698983","38.22118547036972"
"PFA4","23.680638678861172","24.439875354913788","24.778836059927144","21.997307538585073","20.917138044268977","21.939375980621033"
"PFA5","40.58139863933723","41.908917170660665","42.4016664972201","38.95944974799766","39.08904487294374","40.10492492299866"
"PFD1","81.50913646659112","83.7648372562383","93.82817939835307","102.07652321649144","105.92757469205925","119.06775599953711"
"PFK1","202.95691574471408","203.5257631636355","204.57473006293623","229.46643143437228","223.27323552270215","233.82932522719096"
"PFK2","165.25753492402265","162.61870330361046","165.780535534751","187.38291901583622","182.56168517289433","195.5235597583093"
"PFK26","37.55902237776774","34.70466325410168","33.55702656556826","59.2003693431327","63.43611857746942","55.900051442543166"
"PFK27","44.33513690407656","56.9419058005829","62.82832740100178","58.684406018812375","59.92413741131944","64.90799889239703"
"PFS1","3.9516388073654385","2.95974617322961","3.3490547434806115","15.591087237055623","29.527742073554837","17.143036072753652"
"PFS2","24.180185274482767","23.873329278283293","26.02971440964382","29.369398821890186","28.353345203068464","27.042168490708697"
"PFY1","652.8321635940308","608.5345381875297","637.4521809086567","692.1890198574033","635.4149723697477","700.1111477655508"
"PGA1","65.35494292864891","66.84926847471075","63.82967793988166","51.903814401783166","56.8689927098993","54.345201791555134"
"PGA2","58.90981545134016","54.123839349221434","50.937339128062504","49.24094195218336","53.02739343664176","54.744875195370774"
"PGA3","109.65944982620411","112.88924708581456","118.28470672073404","98.94732796625716","98.83340462013062","98.73811958800974"
"PGC1","195.71984307519455","192.43675006663943","193.08028651544743","208.05283238780126","205.64125643122787","204.75596998245146"
"PGD1","49.30877408976231","49.658875333770226","48.29590675982197","38.74623781159552","38.634349531344455","38.851369189091706"
"PGI1","785.7832581767855","759.5506160008343","821.747714067139","718.5903589872754","714.5773018549418","738.7161605489229"
"PGK1","2993.200560418339","2782.10690545598","2933.0479021328897","2184.295346740354","2350.685064504352","2163.4889323171233"
"PGM1","49.114741109081194","49.729240884611905","51.45248345742082","25.12214566106686","24.112037675242778","24.927613924336956"
"PGM2","118.39017430871361","109.32069285548837","106.61730088070284","398.67180916354334","483.6075023793028","356.9924003140696"
"PGM3","44.13826203454302","45.03263549892553","45.353592111007245","33.132671890021896","38.866185438212746","34.9005004046929"
"PGS1","16.489890982357387","16.053954173859378","15.132601369906228","14.940327239177822","15.920633980924478","15.058501418230737"
"PGU1","12.965450643098094","12.43593356230164","12.251401139098999","11.82578615896208","10.870371513657801","11.270835871036931"
"PHA2","36.06882896291009","36.52008918594908","38.282784589752154","23.184249940294652","23.693043908237488","24.204295707330925"
"PHB1","159.23640823754064","155.52558938429422","151.58050764189383","216.94151404565937","219.67907049485308","214.40308170723696"
"PHB2","146.45205432055963","139.44159810432177","143.623338755602","196.6622038656373","191.79566784716042","188.5830257594584"
"PHD1","113.63491912101334","104.88304447972028","100.10077304092245","199.70005843020837","208.5756182575447","188.93750819316438"
"PHM6","26.871143890084983","29.14839679566816","23.941447755958833","38.2465343477555","34.19425172005669","39.05429551224115"
"PHM7","6.383702530339409","6.007286077960284","6.541338960171433","10.509314851321767","9.574390481615874","10.63118487037309"
"PHM8","140.03037095516336","138.75159896350664","135.28949069943332","67.14761117227683","63.51210580351399","65.85680814256193"
"PHO11","2.25840098221512","3.2006489833799914","3.908514962244165","1.9736192403809727","2.5163462163221206","3.2444350321397772"
"PHO12","3.8660762576902896","4.792323072412203","5.961031199400319","2.9518479073524113","3.436960685708262","4.105203510054412"
"PHO13","100.90271922943519","104.79247019812897","108.62081679820098","87.22042732295334","88.98371217578459","92.36898286324842"
"PHO2","26.135386378808846","26.444651656387432","24.908594654637046","25.601273929028835","27.68024676738589","28.07334907255873"
"PHO23","50.116171686241074","45.91435111234402","46.52537255500879","51.46643161279086","49.26038365616868","47.43328410019015"
"PHO3","585.95935992795","638.6938298348061","567.3897278989645","54.47189103451485","67.83905734409879","64.51349387037122"
"PHO4","139.53535421518038","138.57646577422287","139.37549351112713","107.03042140748408","108.13249313901633","103.95223151812523"
"PHO5","52.383419392565955","58.563225993196056","59.828664785190014","37.10404171916229","40.854824341424994","40.69889931473299"
"PHO8","91.45035389753203","90.83526945779207","92.29460550908249","59.29629362211278","61.566539146334165","59.8074690580687"
"PHO80","38.692009909759555","36.21517553505634","36.14852738994946","22.264946781014807","27.583363054179063","23.99611715982431"
"PHO81","14.82965023280913","15.026079584610766","14.786651001347792","17.432828747362446","19.08381478523944","17.986337762429976"
"PHO84","70.23970775350445","81.36709970975205","79.49200205847539","25.666156442654493","28.055569387456035","25.717654115653577"
"PHO85","121.68413100813974","113.47394667594672","115.62396818870434","99.14514111200371","93.96982657985932","94.08705798005732"
"PHO86","102.05867150561123","102.61107632663096","107.06929115845958","102.9199529092582","101.26759163247559","101.70310631360609"
"PHO87","29.31397515281998","30.503117257612093","30.125879382498088","30.319070864766175","30.298179402862353","31.680751511819157"
"PHO88","550.4556195473317","568.7021861588695","600.5367213763205","989.3528512778842","1030.4881014657676","995.5402281709834"
"PHO89","7.804314834163812","8.519217420956153","8.495024834723038","18.54990173722096","19.19873430487496","20.065635961683068"
"PHO90","27.957769890175342","32.139247033772435","30.03108429318878","40.623283267937445","41.684421144450056","43.56542500465907"
