"Gene","Source","Df","Sum_Sq","Mean_Sq","F_value","P_value"
"PET9","Between_Groups",1,117058.031699213,117058.031699213,281.647778996963,7.38801984345906e-05
"PET9","Within_Groups",4,1662.47406056023,415.618515140058,NA,NA
"PEX1","Between_Groups",1,0.351190400030579,0.351190400030579,4.67312263918928,0.096700316906427
"PEX1","Within_Groups",4,0.300604479827224,0.0751511199568059,NA,NA
"PEX10","Between_Groups",1,46.3567350629062,46.3567350629062,4.08135073623592,0.113467319791832
"PEX10","Within_Groups",4,45.4327383837237,11.3581845959309,NA,NA
"PEX11","Between_Groups",1,807.475547088446,807.475547088446,299.115462636505,6.55926958607475e-05
"PEX11","Within_Groups",4,10.7981786026183,2.69954465065458,NA,NA
"PEX12","Between_Groups",1,12.9596690949802,12.9596690949802,4.17616321502475,0.110494849287651
"PEX12","Within_Groups",4,12.4129909945614,3.10324774864035,NA,NA
"PEX13","Between_Groups",1,13.3566612335018,13.3566612335018,7.63229364919193,0.0507110348668948
"PEX13","Within_Groups",4,7.00007722313776,1.75001930578444,NA,NA
"PEX14","Between_Groups",1,0.529788365277005,0.529788365277005,1.67753493232803,0.264948336298469
"PEX14","Within_Groups",4,1.26325444571644,0.315813611429111,NA,NA
"PEX15","Between_Groups",1,4.57401762751497,4.57401762751497,11.7822892741114,0.0264740947289644
"PEX15","Within_Groups",4,1.55284512919411,0.388211282298528,NA,NA
"PEX17","Between_Groups",1,3.82441714218425,3.82441714218425,1.2988324653053,0.318038778226719
"PEX17","Within_Groups",4,11.7780152385868,2.9445038096467,NA,NA
"PEX18","Between_Groups",1,84.058535709251,84.058535709251,182.652707285057,0.000173464911868184
"PEX18","Within_Groups",4,1.84083853907657,0.460209634769143,NA,NA
"PEX19","Between_Groups",1,237.775206349441,237.775206349441,52.3899517362919,0.00193337968963241
"PEX19","Within_Groups",4,18.1542603853729,4.53856509634322,NA,NA
"PEX2","Between_Groups",1,1214.43140271088,1214.43140271088,108.73186331815,0.00047782417463494
"PEX2","Within_Groups",4,44.6761920802351,11.1690480200588,NA,NA
"PEX21","Between_Groups",1,2665.06604035208,2665.06604035208,271.375597684349,7.95088247695686e-05
"PEX21","Within_Groups",4,39.2823240275562,9.82058100688906,NA,NA
"PEX22","Between_Groups",1,552.293754203894,552.293754203894,56.9244006101379,0.00165321715821564
"PEX22","Within_Groups",4,38.8089289151362,9.70223222878404,NA,NA
"PEX25","Between_Groups",1,146.17240718289,146.17240718289,109.107224392159,0.000474638824233756
"PEX25","Within_Groups",4,5.35885347637512,1.33971336909378,NA,NA
"PEX27","Between_Groups",1,74.6056404030978,74.6056404030978,98.0512893255186,0.000583819373589235
"PEX27","Within_Groups",4,3.04353531366287,0.760883828415718,NA,NA
"PEX28","Between_Groups",1,4.55155906581092,4.55155906581092,8.30743167957454,0.0449108322558638
"PEX28","Within_Groups",4,2.19156015546987,0.547890038867467,NA,NA
"PEX29","Between_Groups",1,43.4977267503588,43.4977267503588,25.8606198344888,0.00705439479932745
