"Gene","Source","Df","Sum_Sq","Mean_Sq","F_value","P_value"
"TVP38","Within_Groups",4,27.2004547632546,6.80011369081365,NA,NA
"TWF1","Between_Groups",1,162.865013562512,162.865013562512,218.732166228902,0.000121675696600574
"TWF1","Within_Groups",4,2.97834591720862,0.744586479302154,NA,NA
"TYE7","Between_Groups",1,15.5066356502796,15.5066356502796,0.278999608818013,0.625304150016676
"TYE7","Within_Groups",4,222.317668701742,55.5794171754354,NA,NA
"TYR1","Between_Groups",1,587.429978299751,587.429978299751,235.285597375179,0.00010537904264263
"TYR1","Within_Groups",4,9.9866712600016,2.4966678150004,NA,NA
"TYS1","Between_Groups",1,9681.09636295513,9681.09636295513,369.900178832178,4.30720163620533e-05
"TYS1","Within_Groups",4,104.688744877276,26.1721862193189,NA,NA
"TYW1","Between_Groups",1,134.643604309343,134.643604309343,51.1945208779638,0.00201913109640124
"TYW1","Within_Groups",4,10.5201573918665,2.63003934796661,NA,NA
"TYW3","Between_Groups",1,34.6732708028832,34.6732708028832,9.07304064767394,0.0394667981549821
"TYW3","Within_Groups",4,15.286284785585,3.82157119639626,NA,NA
"UAF30","Between_Groups",1,58.221404878139,58.221404878139,272.820221694489,7.86791237009609e-05
"UAF30","Within_Groups",4,0.853623012495559,0.21340575312389,NA,NA
"UBA1","Between_Groups",1,619.917425466262,619.917425466262,86.172271826888,0.000749104851515778
"UBA1","Within_Groups",4,28.7757262202216,7.19393155505541,NA,NA
"UBA2","Between_Groups",1,11.2576997076135,11.2576997076135,11.7389130944444,0.026628012114625
"UBA2","Within_Groups",4,3.83602795830948,0.959006989577369,NA,NA
"UBA3","Between_Groups",1,11.8027355205131,11.8027355205131,12.2458258590296,0.0249096134938858
"UBA3","Within_Groups",4,3.85526812364728,0.963817030911821,NA,NA
"UBA4","Between_Groups",1,241.383488054912,241.383488054912,100.400911608194,0.000557667273600969
"UBA4","Within_Groups",4,9.61678471593529,2.40419617898382,NA,NA
"UBC1","Between_Groups",1,4910.75966531792,4910.75966531792,192.753790655248,0.000156052977722666
"UBC1","Within_Groups",4,101.907405268125,25.4768513170312,NA,NA
"UBC11","Between_Groups",1,68.030047104051,68.030047104051,72.4177426772573,0.0010459290465729
"UBC11","Within_Groups",4,3.75764527249843,0.939411318124608,NA,NA
"UBC12","Between_Groups",1,49.9682556256924,49.9682556256924,4.95960427780368,0.0899083212138585
"UBC12","Within_Groups",4,40.3001956017511,10.0750489004378,NA,NA
"UBC13","Between_Groups",1,12.8974412737255,12.8974412737255,0.643990925194175,0.467239692715873
"UBC13","Within_Groups",4,80.1094597402076,20.0273649350519,NA,NA
"UBC4","Between_Groups",1,89533.8016307161,89533.8016307161,352.636074804313,4.73512701096586e-05
"UBC4","Within_Groups",4,1015.59435381534,253.898588453835,NA,NA
"UBC5","Between_Groups",1,7858.07693000436,7858.07693000436,824.02890020463,8.76518171174774e-06
"UBC5","Within_Groups",4,38.144666664254,9.53616666606351,NA,NA
"UBC6","Between_Groups",1,566.215948498196,566.215948498196,4.46179448532072,0.102225520799283
"UBC6","Within_Groups",4,507.612755684775,126.903188921194,NA,NA
"UBC7","Between_Groups",1,1427.62163141495,1427.62163141495,97.8048884156399,0.000586668006560595
"UBC7","Within_Groups",4,58.3865143978494,14.5966285994623,NA,NA
"UBC8","Between_Groups",1,2480.5011598415,2480.5011598415,52.2374965480254,0.00194400842625919
"UBC8","Within_Groups",4,189.940278440488,47.4850696101221,NA,NA
"UBC9","Between_Groups",1,249.913069342423,249.913069342423,118.259948980269,0.000405865024251692
"UBC9","Within_Groups",4,8.45300785252727,2.11325196313182,NA,NA
"UBI4","Between_Groups",1,92.5267919380605,92.5267919380605,0.0665176582802302,0.809201942809448
"UBI4","Within_Groups",4,5564.04385423535,1391.01096355884,NA,NA
"UBP1","Between_Groups",1,227.914682956025,227.914682956025,76.1774947491924,0.000949325839408202
"UBP1","Within_Groups",4,11.9675599050042,2.99188997625104,NA,NA
"UBP10","Between_Groups",1,175.099233365594,175.099233365594,106.441282441092,0.000497975825874831
"UBP10","Within_Groups",4,6.58012490454536,1.64503122613634,NA,NA
"UBP11","Between_Groups",1,2.92507216725604,2.92507216725604,3.73240601411437,0.125534492528867
"UBP11","Within_Groups",4,3.13478453972549,0.783696134931371,NA,NA
"UBP12","Between_Groups",1,82.4904270535793,82.4904270535793,563.859826696357,1.86505453882365e-05
"UBP12","Within_Groups",4,0.58518392797649,0.146295981994123,NA,NA
"UBP13","Between_Groups",1,105.216521878982,105.216521878982,31.7731750195136,0.00487515915365774
"UBP13","Within_Groups",4,13.245956290407,3.31148907260174,NA,NA
"UBP14","Between_Groups",1,47.9648473349652,47.9648473349652,213.202840513311,0.000127969323183118
"UBP14","Within_Groups",4,0.899891337647927,0.224972834411982,NA,NA
"UBP15","Between_Groups",1,29.6473257045044,29.6473257045044,249.44575591508,9.39031915390371e-05
"UBP15","Within_Groups",4,0.475411186624436,0.118852796656109,NA,NA
"UBP16","Between_Groups",1,3.37046648321351,3.37046648321351,11.5689224356066,0.0272443820319173
"UBP16","Within_Groups",4,1.16535191655878,0.291337979139695,NA,NA
"UBP2","Between_Groups",1,3.81090312695184,3.81090312695184,43.974076107295,0.00268303650672876
"UBP2","Within_Groups",4,0.346649977832702,0.0866624944581755,NA,NA
"UBP3","Between_Groups",1,0.0239594316794522,0.0239594316794522,0.024838819369301,0.88240518645182
"UBP3","Within_Groups",4,3.85838494547198,0.964596236367995,NA,NA
"UBP5","Between_Groups",1,14.7164718404027,14.7164718404027,49.7554672431489,0.00213014636687149
"UBP5","Within_Groups",4,1.18310390040034,0.295775975100084,NA,NA
"UBP6","Between_Groups",1,27.2502223108888,27.2502223108888,1.35205351787102,0.309561612302366
"UBP6","Within_Groups",4,80.6187682682792,20.1546920670698,NA,NA
"UBP7","Between_Groups",1,4.15803525109073,4.15803525109073,8.90002188008956,0.0406064973540837
"UBP7","Within_Groups",4,1.86877529386428,0.467193823466071,NA,NA
"UBP8","Between_Groups",1,0.0117155894829741,0.0117155894829741,0.0101680441976546,0.92453223823054
"UBP8","Within_Groups",4,4.6087877885804,1.1521969471451,NA,NA
"UBP9","Between_Groups",1,0.0302851829764734,0.0302851829764734,0.207399661426295,0.672438328763558
"UBP9","Within_Groups",4,0.584093199925227,0.146023299981307,NA,NA
"UBR1","Between_Groups",1,44.5499636343372,44.5499636343372,70.2110624488887,0.00110965654829654
"UBR1","Within_Groups",4,2.53805950689142,0.634514876722855,NA,NA
"UBR2","Between_Groups",1,20.3224380124534,20.3224380124534,153.406322141209,0.000244243609292608
"UBR2","Within_Groups",4,0.529898317847598,0.1324745794619,NA,NA
"UBS1","Between_Groups",1,36.9570354047844,36.9570354047844,7.78301852472569,0.0493218087235998
"UBS1","Within_Groups",4,18.993677215274,4.7484193038185,NA,NA
"UBX2","Between_Groups",1,40.2702186170997,40.2702186170997,19.6550905126663,0.0113919237240275
"UBX2","Within_Groups",4,8.19537688542281,2.0488442213557,NA,NA
"UBX3","Between_Groups",1,82.8941324891694,82.8941324891694,161.760090769276,0.000220149898238412
"UBX3","Within_Groups",4,2.0498043020365,0.512451075509125,NA,NA
"UBX4","Between_Groups",1,0.159491342164472,0.159491342164472,0.157196084312739,0.711992974360968
"UBX4","Within_Groups",4,4.05840496248409,1.01460124062102,NA,NA
"UBX5","Between_Groups",1,614.206941388546,614.206941388546,124.613322591801,0.000366554105329851
"UBX5","Within_Groups",4,19.7156107746367,4.92890269365917,NA,NA
"UBX6","Between_Groups",1,8.51843466700258,8.51843466700258,6.29636807153168,0.0661097963395514
"UBX6","Within_Groups",4,5.41164974488561,1.3529124362214,NA,NA
"UBX7","Between_Groups",1,384.226725058146,384.226725058146,196.989557352636,0.000149523088908259
"UBX7","Within_Groups",4,7.80197143892927,1.95049285973232,NA,NA
"UFD1","Between_Groups",1,128.630836212539,128.630836212539,12.7106557062481,0.0234763902379763
"UFD1","Within_Groups",4,40.4796854498417,10.1199213624604,NA,NA
"UFD2","Between_Groups",1,9.61517900750556,9.61517900750556,12.4925295313181,0.0241330548607585
"UFD2","Within_Groups",4,3.07869722729919,0.769674306824798,NA,NA
"UFD4","Between_Groups",1,60.2553558806969,60.2553558806969,818.330599772712,8.88717795033121e-06
"UFD4","Within_Groups",4,0.294528181629442,0.0736320454073605,NA,NA
"UFE1","Between_Groups",1,230.475984129605,230.475984129605,239.956695456012,0.000101371280352513
"UFE1","Within_Groups",4,3.84195962845063,0.960489907112657,NA,NA
"UFO1","Between_Groups",1,3.79488017531483,3.79488017531483,5.96582650992977,0.0710164411916227
"UFO1","Within_Groups",4,2.54441202337914,0.636103005844785,NA,NA
"UGA1","Between_Groups",1,65.0073698612285,65.0073698612285,1.4756721235949,0.291256597595314
"UGA1","Within_Groups",4,176.210877258733,44.0527193146832,NA,NA
"UGA2","Between_Groups",1,23.6190392653702,23.6190392653702,1.27276970552772,0.322332675605922
"UGA2","Within_Groups",4,74.2287914704167,18.5571978676042,NA,NA
"UGA3","Between_Groups",1,23201.5391086401,23201.5391086401,1684.92020935944,2.10511664447786e-06
"UGA3","Within_Groups",4,55.0804458982914,13.7701114745728,NA,NA
"UGA4","Between_Groups",1,0.201654853611925,0.201654853611925,0.916011067056301,0.392723099134294
"UGA4","Within_Groups",4,0.880578241308655,0.220144560327164,NA,NA
"UGO1","Between_Groups",1,12.7075466782568,12.7075466782568,8.68234392582404,0.0421123015570709
"UGO1","Within_Groups",4,5.85443137789579,1.46360784447395,NA,NA
"UGP1","Between_Groups",1,765.797361125804,765.797361125804,3.67919793230748,0.127546770469913
"UGP1","Within_Groups",4,832.569897260754,208.142474315189,NA,NA
"UGX2","Between_Groups",1,1146.65838564359,1146.65838564359,270.781886156779,7.98536249144723e-05
"UGX2","Within_Groups",4,16.9384799244613,4.23461998111533,NA,NA
"UIP3","Between_Groups",1,19.6113738999359,19.6113738999359,1.03941904408538,0.365602527143778
"UIP3","Within_Groups",4,75.4705198506061,18.8676299626515,NA,NA
"UIP4","Between_Groups",1,25747.9526092459,25747.9526092459,465.390977575098,2.73098677129673e-05
"UIP4","Within_Groups",4,221.301691265307,55.3254228163267,NA,NA
"UIP5","Between_Groups",1,194.739870015753,194.739870015753,122.160866344982,0.00038102233610641
"UIP5","Within_Groups",4,6.37650585960344,1.59412646490086,NA,NA
"ULA1","Between_Groups",1,0.000240551913275941,0.000240551913275941,9.57477680687924e-05,0.992661337250585
"ULA1","Within_Groups",4,10.0494003412428,2.51235008531071,NA,NA
"ULI1","Between_Groups",1,340.385065158795,340.385065158795,7.71878322773635,0.0499067451896251
"ULI1","Within_Groups",4,176.39312058184,44.0982801454599,NA,NA
"ULP1","Between_Groups",1,14.0060087453825,14.0060087453825,30.4970510496694,0.00525047298652066
"ULP1","Within_Groups",4,1.83703122279874,0.459257805699686,NA,NA
"ULP2","Between_Groups",1,0.838684885341415,0.838684885341415,10.4206470385351,0.032033140908049
"ULP2","Within_Groups",4,0.321931980707145,0.0804829951767863,NA,NA
"ULS1","Between_Groups",1,25.4501404636904,25.4501404636904,40.514420628199,0.00312353183059738
"ULS1","Within_Groups",4,2.51269943581288,0.62817485895322,NA,NA
"UME1","Between_Groups",1,0.25425559401495,0.25425559401495,0.133157496257357,0.733655338967117
"UME1","Within_Groups",4,7.63774030486557,1.90943507621639,NA,NA
"UME6","Between_Groups",1,15.6563881523753,15.6563881523753,299.041309635365,6.56248717132535e-05
"UME6","Within_Groups",4,0.209421075254999,0.0523552688137498,NA,NA
"UMP1","Between_Groups",1,185.536562366546,185.536562366546,7.24099927066527,0.0546064520078119
"UMP1","Within_Groups",4,102.492241985546,25.6230604963864,NA,NA
"UNG1","Between_Groups",1,2.20089874590964,2.20089874590964,1.11944818565791,0.349700224180875
"UNG1","Within_Groups",4,7.86422730093988,1.96605682523497,NA,NA
"UPC2","Between_Groups",1,35.4057165183156,35.4057165183156,4.48354528389947,0.101634878908986
"UPC2","Within_Groups",4,31.5872500678947,7.89681251697366,NA,NA
"UPF3","Between_Groups",1,351.701440435057,351.701440435057,207.398257159983,0.00013511649508444
"UPF3","Within_Groups",4,6.78311274648296,1.69577818662074,NA,NA
"UPS1","Between_Groups",1,11.2778660796541,11.2778660796541,3.06513795649815,0.154879841259092
"UPS1","Within_Groups",4,14.717596714686,3.67939917867151,NA,NA
"UPS2","Between_Groups",1,522.870743757652,522.870743757652,130.147510915555,0.000336786307670824
"UPS2","Within_Groups",4,16.0700958498365,4.01752396245913,NA,NA
"UPS3","Between_Groups",1,0.414552091249968,0.414552091249968,0.499865975914219,0.518571471825542
"UPS3","Within_Groups",4,3.3173059277882,0.82932648194705,NA,NA
"URA1","Between_Groups",1,217188.987776429,217188.987776429,525.962943411879,2.14168780108196e-05
"URA1","Within_Groups",4,1651.74364845966,412.935912114914,NA,NA
"URA10","Between_Groups",1,366.977958514677,366.977958514677,13.2974417710122,0.021837584141452
"URA10","Within_Groups",4,110.390544236763,27.5976360591908,NA,NA
"URA2","Between_Groups",1,1420.29659591811,1420.29659591811,30.3625287445629,0.005292545029576
"URA2","Within_Groups",4,187.11176633105,46.7779415827625,NA,NA
"URA4","Between_Groups",1,11052.9668536826,11052.9668536826,1946.58745590071,1.57803816246354e-06
"URA4","Within_Groups",4,22.7124999088588,5.6781249772147,NA,NA
"URA5","Between_Groups",1,875.445623732674,875.445623732674,25.6337133110421,0.00716558404938911
"URA5","Within_Groups",4,136.608475426081,34.1521188565202,NA,NA
"URA6","Between_Groups",1,1176.05488394969,1176.05488394969,6.97648435605601,0.0575019383412993
"URA6","Within_Groups",4,674.296579152394,168.574144788099,NA,NA
"URA7","Between_Groups",1,229.975556411271,229.975556411271,14.8561968390664,0.0182344587461523
"URA7","Within_Groups",4,61.9204386970747,15.4801096742687,NA,NA
"URA8","Between_Groups",1,82.658907340929,82.658907340929,39.1358362509733,0.0033298085611662
"URA8","Within_Groups",4,8.44841099710736,2.11210274927684,NA,NA
"URB1","Between_Groups",1,3.87998828391921,3.87998828391921,11.265037082815,0.0284010588075815
"URB1","Within_Groups",4,1.37770990202534,0.344427475506334,NA,NA
"URB2","Between_Groups",1,8.40129803087819,8.40129803087819,19.8683762529896,0.0111827274364687
"URB2","Within_Groups",4,1.69139096701252,0.422847741753131,NA,NA
"URC2","Between_Groups",1,7.13815621307496,7.13815621307496,17.954544292121,0.0132924160419008
"URC2","Within_Groups",4,1.59027287954224,0.397568219885559,NA,NA
"URE2","Between_Groups",1,512.260777324227,512.260777324227,29.0634780713825,0.0057262333856656
"URE2","Within_Groups",4,70.5023364465973,17.6255841116493,NA,NA
"URH1","Between_Groups",1,30.0047380691237,30.0047380691237,7.47109275190325,0.0522632893124765
"URH1","Within_Groups",4,16.0644441532225,4.01611103830562,NA,NA
"URK1","Between_Groups",1,6.52256957527351,6.52256957527351,2.84157907941944,0.167133906196566
"URK1","Within_Groups",4,9.18161260760146,2.29540315190036,NA,NA
"URM1","Between_Groups",1,4913.90807014834,4913.90807014834,31.726586008312,0.00488814312623889
"URM1","Within_Groups",4,619.531905369327,154.882976342332,NA,NA
"URN1","Between_Groups",1,6.22377350093586,6.22377350093586,14.4272741673526,0.0191312143265101
"URN1","Within_Groups",4,1.72555769821568,0.431389424553919,NA,NA
"USA1","Between_Groups",1,0.781249844158028,0.781249844158028,1.25379297598273,0.325520678313338
"USA1","Within_Groups",4,2.49243649987966,0.623109124969916,NA,NA
"USB1","Between_Groups",1,26.5928340901476,26.5928340901476,28.9335609301878,0.00577251699025228
"USB1","Within_Groups",4,3.676399756575,0.919099939143751,NA,NA
"USE1","Between_Groups",1,102.57532068351,102.57532068351,43.2076319138933,0.00277220541000158
"USE1","Within_Groups",4,9.49603726378044,2.37400931594511,NA,NA
"USO1","Between_Groups",1,9.07525374019686,9.07525374019686,27.6488901516652,0.00626206612285856
"USO1","Within_Groups",4,1.31292846698952,0.32823211674738,NA,NA
"USV1","Between_Groups",1,5087.43527502392,5087.43527502392,416.01149232083,3.41202970463422e-05
"USV1","Within_Groups",4,48.9162955248407,12.2290738812102,NA,NA
"UTH1","Between_Groups",1,424189.165923253,424189.165923253,28.06931344477,0.00609521070392956
"UTH1","Within_Groups",4,60448.812438238,15112.2031095595,NA,NA
"UTP10","Between_Groups",1,40.4365139493879,40.4365139493879,21.9882332283616,0.00938358940753575
"UTP10","Within_Groups",4,7.35602784078728,1.83900696019682,NA,NA
"UTP11","Between_Groups",1,49.164723314019,49.164723314019,5.32764562658575,0.0821974463346564
"UTP11","Within_Groups",4,36.9129080723235,9.22822701808087,NA,NA
"UTP13","Between_Groups",1,384.213604744179,384.213604744179,65.0370609342675,0.00128402436267783
"UTP13","Within_Groups",4,23.6304408117397,5.90761020293492,NA,NA
"UTP14","Between_Groups",1,369.799061653913,369.799061653913,121.128719785993,0.000387368765169082
"UTP14","Within_Groups",4,12.2117714876295,3.05294287190738,NA,NA
"UTP15","Between_Groups",1,164.934692933304,164.934692933304,20.4658659601505,0.0106264784057275
"UTP15","Within_Groups",4,32.2360545611802,8.05901364029506,NA,NA
"UTP18","Between_Groups",1,7.51706036833695,7.51706036833695,0.72757534791849,0.4417356833795
"UTP18","Within_Groups",4,41.3266358726551,10.3316589681638,NA,NA
"UTP20","Between_Groups",1,24.131037744484,24.131037744484,86.9550619656566,0.00073616914218664
"UTP20","Within_Groups",4,1.11004637103311,0.277511592758277,NA,NA
"UTP21","Between_Groups",1,34.6580064891987,34.6580064891987,30.5693450549687,0.00522806997609093
"UTP21","Within_Groups",4,4.53500150911024,1.13375037727756,NA,NA
"UTP22","Between_Groups",1,11.4886602744455,11.4886602744455,11.5190801580572,0.027429179658698
"UTP22","Within_Groups",4,3.98943669696039,0.997359174240097,NA,NA
"UTP23","Between_Groups",1,0.481882038873007,0.481882038873007,0.0506607831981974,0.832948668093134
"UTP23","Within_Groups",4,38.04773700302,9.511934250755,NA,NA
"UTP25","Between_Groups",1,33.4506445998288,33.4506445998288,24.5259971636918,0.00774808819406631
"UTP25","Within_Groups",4,5.45554080864838,1.3638852021621,NA,NA
"UTP30","Between_Groups",1,188.385178067007,188.385178067007,227.894403608068,0.000112223811589819
"UTP30","Within_Groups",4,3.30653451922393,0.826633629805983,NA,NA
"UTP4","Between_Groups",1,180.736916070529,180.736916070529,42.5299281033794,0.00285480698498351
"UTP4","Within_Groups",4,16.9985630477629,4.24964076194072,NA,NA
"UTP5","Between_Groups",1,239.136336133072,239.136336133072,5.81065457919207,0.0735125942376936
"UTP5","Within_Groups",4,164.619206234987,41.1548015587466,NA,NA
"UTP6","Between_Groups",1,27.1930746807839,27.1930746807839,2.97887590135715,0.159437596542485
"UTP6","Within_Groups",4,36.5145451925607,9.12863629814017,NA,NA
"UTP7","Between_Groups",1,80.7643165914711,80.7643165914711,9.9785287019266,0.0342207977748871
"UTP7","Within_Groups",4,32.3752404804438,8.09381012011095,NA,NA
"UTP8","Between_Groups",1,13.5023926010566,13.5023926010566,9.6754230563952,0.0358533493482741
"UTP8","Within_Groups",4,5.58214044899335,1.39553511224834,NA,NA
"UTP9","Between_Groups",1,200.036012682085,200.036012682085,57.4770448686574,0.00162329086698712
"UTP9","Within_Groups",4,13.9211062878541,3.48027657196352,NA,NA
"UTR1","Between_Groups",1,1193.69688498514,1193.69688498514,48.7579952510563,0.00221255850185096
"UTR1","Within_Groups",4,97.92829904829,24.4820747620725,NA,NA
"UTR2","Between_Groups",1,4880.67646689356,4880.67646689356,354.740567080446,4.6796307315848e-05
"UTR2","Within_Groups",4,55.0337561566422,13.7584390391605,NA,NA
"UTR4","Between_Groups",1,1.9798445083031,1.9798445083031,0.012945097284819,0.914896960641552
"UTR4","Within_Groups",4,611.766590777163,152.941647694291,NA,NA
"UTR5","Between_Groups",1,0.0468216707143913,0.0468216707143913,0.346487177669206,0.587741720451633
"UTR5","Within_Groups",4,0.540529909699485,0.135132477424871,NA,NA
"VAB2","Between_Groups",1,93.8618170386075,93.8618170386075,88.2607119137523,0.000715326679930329
"VAB2","Within_Groups",4,4.2538436413397,1.06346091033492,NA,NA
"VAC14","Between_Groups",1,0.0011380563594411,0.0011380563594411,0.0095499011000584,0.926852759242047
"VAC14","Within_Groups",4,0.476677757190236,0.119169439297559,NA,NA
"VAC17","Between_Groups",1,120.088992115304,120.088992115304,66.5050626025417,0.00123059252088046
"VAC17","Within_Groups",4,7.22284815115501,1.80571203778875,NA,NA
"VAC7","Between_Groups",1,0.358435725350232,0.358435725350232,0.702166411943818,0.449207218194861
"VAC7","Within_Groups",4,2.04188476835837,0.510471192089592,NA,NA
"VAC8","Between_Groups",1,186.728968824783,186.728968824783,97.7066850243041,0.000587809146507097
"VAC8","Within_Groups",4,7.64447054071419,1.91111763517855,NA,NA
"VAM3","Between_Groups",1,121.239564747645,121.239564747645,5.83540822832068,0.0731055573069923
"VAM3","Within_Groups",4,83.1061409957505,20.7765352489376,NA,NA
"VAM6","Between_Groups",1,0.0477321325331371,0.0477321325331371,0.537371626878576,0.504168614789922
"VAM6","Within_Groups",4,0.355300727806551,0.0888251819516377,NA,NA
"VAM7","Between_Groups",1,25.4967347370018,25.4967347370018,25.4436737515397,0.00726074465263443
"VAM7","Within_Groups",4,4.00834171762777,1.00208542940694,NA,NA
"VAN1","Between_Groups",1,6.76514431739053,6.76514431739053,2.47038231374907,0.191108663845389
"VAN1","Within_Groups",4,10.9540038070038,2.73850095175095,NA,NA
"VAS1","Between_Groups",1,86.3571931705772,86.3571931705772,6.01658560250229,0.070227762357478
"VAS1","Within_Groups",4,57.4127579168233,14.3531894792058,NA,NA
"VBA1","Between_Groups",1,0.708145021643003,0.708145021643003,0.0910485399321513,0.777885656603338
"VBA1","Within_Groups",4,31.1106590911049,7.77766477277623,NA,NA
"VBA2","Between_Groups",1,266.260461082749,266.260461082749,214.278527502009,0.000126707263364891
"VBA2","Within_Groups",4,4.97036197115462,1.24259049278865,NA,NA
"VBA3","Between_Groups",1,0.0623170084770916,0.0623170084770916,0.0608275583974127,0.817332915023007
"VBA3","Within_Groups",4,4.097945741629,1.02448643540725,NA,NA
"VBA4","Between_Groups",1,2.39141492717672,2.39141492717672,5.65628714676008,0.0761303418511966
"VBA4","Within_Groups",4,1.6911552508762,0.42278881271905,NA,NA
"VBA5","Between_Groups",1,4.7829104161834,4.7829104161834,2.02160844004335,0.228135241928062
"VBA5","Within_Groups",4,9.46357429350829,2.36589357337707,NA,NA
"VCX1","Between_Groups",1,742.25012611646,742.25012611646,237.66863463999,0.000103305301341309
"VCX1","Within_Groups",4,12.4921847973888,3.1230461993472,NA,NA
"VEL1","Between_Groups",1,20684527.4480672,20684527.4480672,60.0825324488729,0.00149258673577056
"VEL1","Within_Groups",4,1377074.27466834,344268.568667085,NA,NA
"VFA1","Between_Groups",1,135.267204494751,135.267204494751,418.791857223641,3.36723003720011e-05
"VFA1","Within_Groups",4,1.29197549724579,0.322993874311448,NA,NA
"VHC1","Between_Groups",1,11.4219579769799,11.4219579769799,34.0104773822186,0.00430778612375353
"VHC1","Within_Groups",4,1.34334579883922,0.335836449709804,NA,NA
"VHR1","Between_Groups",1,410.445830929041,410.445830929041,176.181696201035,0.000186196821110855
"VHR1","Within_Groups",4,9.31869404777885,2.32967351194471,NA,NA
"VHR2","Between_Groups",1,2996.4658089127,2996.4658089127,262.788980960154,8.47225351785865e-05
"VHR2","Within_Groups",4,45.6102200018356,11.4025550004589,NA,NA
"VHS1","Between_Groups",1,2522.94858116182,2522.94858116182,474.022160284434,2.63311960371098e-05
"VHS1","Within_Groups",4,21.2897099970848,5.32242749927121,NA,NA
"VHS2","Between_Groups",1,25.0571546403596,25.0571546403596,8.48347017227624,0.0435629175121898
"VHS2","Within_Groups",4,11.8145778232336,2.95364445580839,NA,NA
"VHS3","Between_Groups",1,300.035509070096,300.035509070096,299.846822139807,6.52766141219845e-05
"VHS3","Within_Groups",4,4.00251711095608,1.00062927773902,NA,NA
"VHT1","Between_Groups",1,13052.5492216564,13052.5492216564,4.76533741032553,0.094431063113735
"VHT1","Within_Groups",4,10956.2434705036,2739.06086762591,NA,NA
"VID22","Between_Groups",1,3.76858262385173,3.76858262385173,4.82414760901125,0.0930259662692497
"VID22","Within_Groups",4,3.12476559947065,0.781191399867661,NA,NA
"VID24","Between_Groups",1,125992.225540267,125992.225540267,434.110107666714,3.13553192567186e-05
"VID24","Within_Groups",4,1160.92413712695,290.231034281737,NA,NA
"VID27","Between_Groups",1,188.413202140553,188.413202140553,161.456804957647,0.000220961038254812
"VID27","Within_Groups",4,4.6678293228948,1.1669573307237,NA,NA
"VID28","Between_Groups",1,109.502812139412,109.502812139412,218.888203525997,0.000121504876722337
"VID28","Within_Groups",4,2.00107288333437,0.500268220833593,NA,NA
"VID30","Between_Groups",1,314.232742665239,314.232742665239,1393.41566701001,3.07549399486577e-06
"VID30","Within_Groups",4,0.90205026426757,0.225512566066893,NA,NA
"VIK1","Between_Groups",1,30.8503919273738,30.8503919273738,57.03687938362,0.00164705959374238
"VIK1","Within_Groups",4,2.16353995946233,0.540884989865584,NA,NA
"VIP1","Between_Groups",1,23.9832139308673,23.9832139308673,38.9727688524952,0.00335555254612236
"VIP1","Within_Groups",4,2.46153554258763,0.615383885646907,NA,NA
"VMA1","Between_Groups",1,1805.13956972919,1805.13956972919,54.1883424170327,0.00181431459734212
"VMA1","Within_Groups",4,133.249292317293,33.3123230793232,NA,NA
"VMA10","Between_Groups",1,18726.8809989395,18726.8809989395,59.2641615843011,0.00153188593409818
"VMA10","Within_Groups",4,1263.95990415227,315.989976038068,NA,NA
"VMA11","Between_Groups",1,34365.7428797536,34365.7428797536,1694.30973924782,2.08189456071164e-06
"VMA11","Within_Groups",4,81.1321379643608,20.2830344910902,NA,NA
"VMA13","Between_Groups",1,23904.5857642256,23904.5857642256,2911.61086335404,7.06140052329808e-07
"VMA13","Within_Groups",4,32.840357982026,8.2100894955065,NA,NA
"VMA16","Between_Groups",1,4260.73166697642,4260.73166697642,107.913605078809,0.000484880105656175
"VMA16","Within_Groups",4,157.931214099086,39.4828035247716,NA,NA
"VMA2","Between_Groups",1,10102.8155910161,10102.8155910161,53.6843789074281,0.00184654593523295
"VMA2","Within_Groups",4,752.756447713561,188.18911192839,NA,NA
"VMA21","Between_Groups",1,556.615810160941,556.615810160941,12.0496839539858,0.0255541670739775
"VMA21","Within_Groups",4,184.773579883586,46.1933949708964,NA,NA
"VMA22","Between_Groups",1,378.056871845482,378.056871845482,70.4796449907448,0.00110159330758549
"VMA22","Within_Groups",4,21.4562302006559,5.36405755016399,NA,NA
"VMA3","Between_Groups",1,167552.287170535,167552.287170535,344.388743332637,4.96241101512884e-05
"VMA3","Within_Groups",4,1946.08320294256,486.52080073564,NA,NA
"VMA4","Between_Groups",1,46.4246254674966,46.4246254674966,4.45446964543364,0.102425606928237
"VMA4","Within_Groups",4,41.688128251216,10.422032062804,NA,NA
"VMA5","Between_Groups",1,5558.38970260557,5558.38970260557,320.976555807526,5.70476526634378e-05
"VMA5","Within_Groups",4,69.2684820998412,17.3171205249603,NA,NA
"VMA6","Between_Groups",1,7750.46288525085,7750.46288525085,260.619625735394,8.61209131195792e-05
"VMA6","Within_Groups",4,118.954401279355,29.7386003198388,NA,NA
"VMA7","Between_Groups",1,484.137083416672,484.137083416672,2.73690078107788,0.173397520542296
"VMA7","Within_Groups",4,707.569798311803,176.892449577951,NA,NA
"VMA8","Between_Groups",1,9338.42499924171,9338.42499924171,567.835843440749,1.83917878795067e-05
"VMA8","Within_Groups",4,65.7825680228735,16.4456420057184,NA,NA
"VMA9","Between_Groups",1,15.51184844582,15.51184844582,1.00295877353816,0.373266766633332
"VMA9","Within_Groups",4,61.8643511780589,15.4660877945147,NA,NA
"VMR1","Between_Groups",1,176.836807959011,176.836807959011,119.930618606393,0.000394936501588329
